"claim_id","route_path","source_file","block_order","categories","claim_text","evidence_status","source_evidence","recommended_action"
"claim-27e8d78c51d9f1d8","/blog/ai-website-tools-uk-small-businesses-2026","blog/ai-website-tools-uk-small-businesses-2026.html","23","pricing","The metric that cuts through the noise for most SMEs is straightforward: what percentage of website visitors who show genuine intent — visiting a pricing page, starting a form, returning for a second time — end up in a conversation? For most small business websites without AI tools, that number is low. Visitors with high intent still leave without engaging, because the friction of a static form or a phone number that rings out is enough to lose them.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-81e3b30292d90c1e","/blog/ai-win-back-journeys-gyms-uk","blog/ai-win-back-journeys-gyms-uk.html","6","ranking","The problem is not unusual. The State of the UK Fitness Industry Report 2025 and wider IHRSA research consistently identify member retention as one of the highest-value levers available to fitness operators — yet most small gyms and studios still rely on staff memory and occasional email blasts to manage it. That combination is too slow, too inconsistent, and too easy to skip when the desk is busy.","source-citation-present-review-required","legacy block contains an external link","Retain as source copy; verify, qualify or remove during editorial review."
"claim-48de57df8564b521","/blog/ai-win-back-journeys-gyms-uk","blog/ai-win-back-journeys-gyms-uk.html","7","guarantee-or-absolute","This article explains how a structured AI win-back journey can help UK operators catch inactive members earlier, communicate in a way that feels personal rather than automated, and recover recurring revenue without training members to wait for a discount code every time they drift.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-e68fd8c79167082e","/blog/ai-win-back-journeys-gyms-uk","blog/ai-win-back-journeys-gyms-uk.html","9","pricing","The immediate cost of a lapsed member is obvious — one less monthly payment. The full cost is larger.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-ded65d81d5262d08","/blog/ai-win-back-journeys-gyms-uk","blog/ai-win-back-journeys-gyms-uk.html","10","metric | timeline","When a member becomes inactive, they stop attending classes and using equipment, which reduces the social energy and utilisation levels that make a facility feel worth the price. They are also far more likely to cancel within the next 60 to 90 days. Once cancelled, replacing them requires marketing spend, sales time, and onboarding effort — all of which cost more than retention would have done.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-822394f15de21b86","/blog/ai-win-back-journeys-gyms-uk","blog/ai-win-back-journeys-gyms-uk.html","11","pricing","Beyond the direct financial impact, there is a capacity and perception issue. Studios that run with patchy attendance can struggle to justify pricing, coaches feel underutilised, and class formats are harder to sustain commercially. Frozen memberships create a separate headache: owners effectively carry paused accounts without revenue while those members drift mentally further from the habit.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-57fe754e90db63a3","/blog/ai-win-back-journeys-gyms-uk","blog/ai-win-back-journeys-gyms-uk.html","18","metric | timeline","Step one — spot the trigger. The system monitors attendance data from your booking platform or access system. When a member's visit frequency drops below a defined threshold — say, no visit in 14 days for someone who normally attends three times a week — a flag is raised automatically.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-17f6a175be14a414","/blog/ai-win-back-journeys-gyms-uk","blog/ai-win-back-journeys-gyms-uk.html","25","pricing","The reflex response to member inactivity is often a discount. It can work — but it trains members to disengage periodically in expectation of an offer, which gradually erodes your pricing power and margins.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-2f275233972a9b81","/blog/ai-win-back-journeys-gyms-uk","blog/ai-win-back-journeys-gyms-uk.html","38","metric | timeline","What to Measure in the First 90 Days","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-8f61a6a020507e4d","/blog/ai-win-back-journeys-gyms-uk","blog/ai-win-back-journeys-gyms-uk.html","42","metric | pricing","For a studio running 300 active members with typical churn patterns, recovering even 10 to 15 inactive members per month at an average membership value of £50 represents £6,000 to £9,000 in recovered annual revenue — before accounting for retention of members who might otherwise have cancelled.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
"claim-ff6d4c26ec21152d","/blog/ai-win-back-journeys-gyms-uk","blog/ai-win-back-journeys-gyms-uk.html","46","metric | timeline","Start with the simplest segment — members who have not visited in 21 days — and a single two-message sequence. Measure what happens over 60 days. Refine the message and timing based on response data. Add more segments once the first one is working.","proof-required","legacy source only","Retain as source copy; verify, qualify or remove during editorial review."
