card_id,category,title,severity,auto_fixable,quick_win,themes,root_cause_groups,status,confidence,n_affected_urls,affected_paths,estimated_impact,exact_dup_group,text_hash,stage,why,recommendation
452,Content,Add FAQ section to /blog/conversion-focused-website-planning for AI citability,Easy,False,False,META_DESC|SCHEMA|FAQ,RC-01|RC-02|RC-05,obsolete-advice,high,1,/blog/conversion-focused-website-planning,+15 pts,,8bf5411342750a06,3,"UK small business owners often search with question-intent queries (e.g., 'how to plan a website for conversions'). A FAQ section could capture featured snippets for 3–5 such questions, potentially increasing organic CTR by 20–30% for those queries. Without it, the page cedes that traffic to competitors with FAQ sections.","Insert a FAQ section after the 'What to ask before signing...' section, before the closing summary.Add an H2 heading 'Frequently Asked Questions' and include 4–6 FAQ entries with question-answer pairs. Use structured data (FAQPage schema) to enhance eligibility for Google's FAQ rich results and AI overviews. <h2>Frequently Asked Questions</h2> <div itemscope itemtype=""https://schema.org/FAQPage""> <div itemscope itemprop=""mainEntity"" itemtype=""https://schema.org/Question""> <h3 itemprop=""name"">Do I need a new platform for conversion-focused web design?</h3> <div itemscope itemprop=""acceptedAnswe"
453,Content,Add FAQ section to gym-automation article,Medium,False,False,SCHEMA|FAQ,RC-02|RC-05,obsolete-advice,high,1,/blog/gym-automation-operating-model,+10 pts,,35c76e7326ba51bc,3,FAQ sections can increase organic visibility by 10-20% for question-based queries and improve AI citability for voice search.,"Add a FAQ section with 5-7 questions addressing common gym automation queries.Write questions in natural language that users might ask, such as 'How much does gym automation cost?' and 'What software do small gyms need?' What is gym automation? Why do UK gyms lose revenue? How do I automate trial bookings? Implement FAQ schema markup on the section.Use JSON-LD format with Question and Answer properties for each FAQ item."
454,Content,Add meta description to gym-freeze article (missing → ~160 chars),Easy,True,False,META_DESC,RC-01,refuted-live,high,1,/blog/gym-membership-freeze-automation-myths,+10 pts,,dd4edc6315b6f042,3,"For a technology company targeting UK gym operators, a compelling meta description could lift organic CTR by 8-12% on high-intent queries like 'gym membership freeze automation UK'. Given the article is a lead generation tool for Silverstone AI's services, the impact could translate to more demo requests.","Write a meta description of 150-160 characters summarizing the article's value for UK gym operators.Focus on myths vs. reality, operational benefits, and call to action for Silverstone AI's automation platform. Update the meta description tag in the HTML head of the page."
455,Content,Expand article to 1500-3000 words and fix meta description,Medium,False,False,META_DESC|H1_DUPLICATE|THIN|VALUEPROP,RC-01|RC-04|RC-07,confirmed-runtime,high,1,/blog/content-creation-system-should-build-not,+15 pts,,549b1c82a43f37a9,2,"For a tech/SaaS audience researching content systems, thin content and a mismatched H1 reduce topical relevance and click-through rates. A missing meta description loses an estimated 8-12% CTR on informational queries.","Change the H1 from 'Customize your cookie preferences' to the article's target topic.Create an H1 that matches the title and summarizes the article, e.g., 'How to Build a Content System That Actually Works for UK Small Businesses'. <h1>How to Build a Content System That Actually Works for UK Small Businesses</h1> Write a meta description of 140-160 characters summarizing the article's value proposition.Include keywords 'content system', 'UK small business', and 'AI content creation' to improve CTR. Learn how UK small businesses can build a content system that drives revenue, reduces friction, "
456,Content,Fix meta description and H1 mismatch on gym automation article,Easy,True,False,META_DESC|H1_DUPLICATE|VALUEPROP,RC-01|RC-04|RC-07,confirmed-runtime,high,1,/blog/gym-automation-operating-model,+15 pts,,600995081977ff5f,2,"For a UK fitness business audience searching for gym automation solutions, the missing meta and wrong H1 will reduce organic CTR by an estimated 10-15%, directly decreasing trial bookings and consultation inquiries. The H1 error also degrades on-page user trust.","Add a compelling meta description of 150-160 characters summarizing the article's value proposition.Include keywords like 'gym automation', 'UK fitness business', 'revenue leakage', and 'operating model'. Change the H1 from 'Customize your cookie preferences' to the actual article title.The H1 should match the page topic: 'Gym Automation: A Practical Operating Model for UK Fitness Businesses' or similar."
457,Content,Fix H1 and meta description for /gym-membership-freeze-automation-myths,Easy,True,False,META_DESC|H1_DUPLICATE,RC-01|RC-04,confirmed-runtime,high,1,/blog/gym-membership-freeze-automation-myths,+15 pts,,55dfd38bb9efe13f,2,"For a technology/AI site targeting UK gym operators, this misalignment causes high bounce rates from search visitors and reduces organic CTR. Missing meta description loses potential traffic from commercial-intent queries about gym automation.","Change the H1 to match the article topic, e.g., 'Gym Freeze Automation Myths: Separating Fact from Fiction for UK Operators'.Update the H1 tag in the page HTML to reflect the article's core topic. Add a meta description between 140-155 characters that summarizes the article and includes key phrases like 'gym membership freeze automation', 'UK gyms', and 'myths'.Write a concise, compelling meta description to improve CTR."
458,Content,Fix title-content misalignment and add meta description,Easy,False,False,META_DESC|H1_DUPLICATE|COOKIE_H1,RC-01|RC-03|RC-04,confirmed-runtime,high,1,/blog/gym-automation-operating-model,+25 pts,,9303770a2db7f0f8,2,"Fitness business owners searching for gym automation solutions see a cookie consent heading in snippets, drastically reducing click-through rate and trust. This wastes the content's organic potential and may cause deindexing.","Remove the cookie consent page or ensure the actual content's H1 is displayed. The H1 should match the article's topic.The page appears to be serving a cookie preference page instead of the article content. Ensure the correct content is rendered at this URL. Write a compelling meta description of 140-160 characters.Summarize the article's value: operating model for gym automation, reducing leakage, and practical steps."
459,Content,Add meta description matching article content for /blog/content-creation-system-should-build-not,Easy,True,False,META_DESC|H1_DUPLICATE|COOKIE_H1|VALUEPROP,RC-01|RC-03|RC-04|RC-07,confirmed-runtime,high,1,/blog/content-creation-system-should-build-not,+12 pts,,bd9027ea0da19737,2,"For a technology/AI niche targeting UK small businesses, a compelling meta description can improve CTR by 8-12%. Loss of 8 points suggests significant missed organic traffic from informational queries.","Create a 150-160 character meta description that summarizes the article's value proposition: how a content system helps UK small businesses improve commercial performance, trust, and response times.Include keywords like 'content system', 'UK small business', and 'AI content creation' naturally. Learn how UK small businesses can build a practical content system that boosts revenue, saves time, and reduces friction—where AI helps and where human judgment stays in control. Update the H1 from 'Customize your cookie preferences' to a headline that matches the article topic.The H1 appears to be a co"
460,Content,Add FAQ section and meta description to /bespoke-app-development-guide,Easy,False,False,META_DESC|H1_DUPLICATE|SCHEMA|FAQ|CITATION,RC-01|RC-02|RC-04|RC-05|RC-07,confirmed-runtime,high,1,/blog/bespoke-app-development-guide,+15 pts,,0f001aa9caf25b2d,2,"For a B2B tech audience searching for bespoke app development guidance, a missing meta description reduces CTR by 8-12%, and the missing FAQ section lowers the chance of appearing in 'People also ask' boxes and AI answer citations, potentially losing 10-15% of organic traffic from high-intent queries.","Write a compelling meta description of 150-160 characters that summarizes the article and includes key terms like 'bespoke app development UK', 'minimum useful product', and 'workflow-first'. Add an FAQ section at the end of the article with 5-7 common questions about bespoke app development for UK small businesses, using structured data (FAQ schema) where possible. Fix the H1 from 'Customize your cookie preferences' to match the article title, e.g., 'Bespoke App Development for UK Small Businesses'."
461,Content,Fix meta description and H1 mismatch on /blog/ai-voice-agent-out-of-hours,Easy,True,False,META_DESC|H1_DUPLICATE|COOKIE_H1|TITLE_TAG,RC-01|RC-03|RC-04|RC-06,confirmed-3p-mutation,high,1,/blog/ai-voice-agent-out-of-hours,+10 pts,,cc5d609885de9c2a,1,"For a technology/AI site targeting worldwide businesses, this confuses search engines and users. The H1 mismatch can hurt ranking signals, and missing meta reduces CTR by 8-12% on commercial intent queries.","Change H1 to match the page title: 'Out-of-Hours AI Voice Agent UK'The H1 should be the main heading of the article, not a cookie banner. Add a meta description of 140-160 characters that summarizes the article and includes key terms like 'out-of-hours', 'AI voice agent', 'UK', 'triage', 'escalation'. Learn how UK businesses can deploy an AI voice agent for out-of-hours calls that triages urgency, captures messages, and escalates only what matters."
462,Content,Fix title/headline mismatch on content systems article,Easy,True,False,H1_DUPLICATE|COOKIE_H1,RC-03|RC-04,confirmed-runtime,high,1,/blog/content-creation-system-should-build-not,+20 pts,,a76d8e4a329dd09f,2,"This misalignment prevents the article from ranking for its target keywords (e.g., content system for UK small business). The page is not indexed, causing zero organic traffic. Visited users hit a cookie wall instead of the article, increasing bounce rate.","Remove the <h1> cookie preferences heading from the page. The cookie banner should use a hidden or ARIA label instead.Find the cookie consent module and change its heading from H1 to a div or hidden span. Set the article's actual H1 to 'Content Systems for UK Small Businesses' or a similar on-topic headline.In the page content, wrap the main article title in an H1 tag, e.g., '<h1>Content Systems for UK Small Businesses</h1>'."
